repo,issue_1_number,issue_1_text,issue_2_number,issue_2_text,is_duplicate
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",158,"[HACKTOBERFEST-25] bug: openlake leaderboard isn't updating
",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",141,"[FOSSOVERFLOW-26] feat: add a key based filter in OpenLake Leaderboard
Add a key based filter in OpenLake Leaderboard for number of PR Contributions over all the 
A key is the Text inside square brackets ([]) in the beginning of the PR Title, (Example: [DEVLABS-2025] or [FOSSOVERFLOW-2025])",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",140,"[FOSSOVERFLOW-26] feat: add a Filter in Github and OpenLake Leaderboard for specific contribution numbers in terms of PRs, Issues etc
",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",139,"[HACKTOBERFEST-25] feat: Implement Contest Standings for Codeforces
Implement Contest Standings for Codeforces

This should display a leaderboard of 

1. Contest Standings of friends of the user
2. Contest Standings of everyone who has an account on Leaderboard Pro
3. Contest Standings of everyone who has ""IIT Bhilai"" as their organization (https://codeforces.com/ratings/organization/11910)

Take reference from 
https://ingenuity-leaderboard.vercel.app
https://github.com/amaydixit11/leaderboard-pro-lite",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",135,"[FOSSOVERFLOW-26] feat: Support Coding Ninjas
",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",134,"[FOSSOVERFLOW-26] feat: Support GFG
",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",132,"[DEVLABS-2025] Migrate from Material UI to ShadCN
Currently the frontend is based on Material UI library but it might better to migrate it to ShadCN for its simplicity and versatility.

<!--- ## Detailed Description
Provide a detailed description of the change or addition you are proposing ->

## Context
<!--- Why is this change important to you? How would you use it? ->
<!--- How can it benefit other users? ->

## Possible Implementation
<!--- Not obligatory, but suggest an idea for implementing addition or change ->
-->",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",129,"[DEVLABS-2025] Setup Celery and Friends list backend
## Detailed Description
Currently the backend for celery and friends list is still using localhost redis and mongoDB so setup an instance somewhere online and connect it to the Django backend. Also if possible, migrate from redis as it is not required for such a lightweight app.

## Possible Implementation
- Host MongoDB on Atlas
- Host Redis (not sure where) 
**or**
-  Migrate from Redis to some internal system for `celery` if possible (like `django-celery results` for results backend).",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",125,"[DEVLABS-2025] Setup vite for the project
<!--- Provide a general summary of the issue in the Title above -->

## Detailed Description
Set up Vite for the project migrating from CRA to Vite and moving from `react-scripts` for hosting and building the site.

## Context
Since this project was made at a time when CRA was still in use and supported by most packages, this is now causing problems setting up new packages which mostly support Vite as a build system.",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",123,"[DEVLABS-2025] Fix the friends list pages.
<!--- Provide a general summary of the issue in the Title above -->

## Description
The friends list and leaderboard pages, even though implemented don't work at all. Even if the page loads up, it eventually crashes rendering the site essentially useless.

## Expected Behavior
The friends list and the leaderboard pages should show properly with the ability to add friends.

## Goals
- Fix the friends list/leaderboard page functionality",
OpenLake/Leaderboard-Pro,216,"CodeChef HTML scraper breaks silently on any frontend layout change
## Bug Description
The CodeChef leaderboard relies entirely on HTML scraping (BeautifulSoup) which breaks whenever CodeChef changes their page layout. There's no fallback mechanism for when parsing fails.

## Affected Files
- `api/leaderboard/views.py:332-386` (`CodechefLeaderboard.get_codechef_data`)
- `api/leaderboard/management/commands/update_db.py:64-122` (`codechef_user_update`)

## Problem
```python
# views.py:340-348
rating_div = soup.find(""div"", class_=""rating-number"")
if not rating_div:
    if ""user not found"" in response.text.lower():
        return ""NOT_FOUND""
    logger.error(f""CodeChef parsing error for {username}: rating_div not found"")
    return ""TRANSIENT_ERROR""

# views.py:350-363
instance[""highest_rating""] = (
    container_highest_rating.find_next(""small"")
    .text.split()[-1]
    .rstrip("")"")
)
container_ranks = soup.find(""div"", class_=""rating-ranks"")
ranks = container_ranks.find_all(""a"")
instance[""global_rank""] = ranks[0].strong.text
```

This scraper depends on:
- `div.rating-number` — CSS class can change anytime
- `div.rating-header` + next `small` tag — fragile DOM structure
- `div.rating-ranks` + `ranks[0].strong` + `ranks[1].strong` — assumes exact structure
- `img.profileImage[-1][""src""]` — assumes profile images exist in DOM

Any CodeChef frontend update silently returns `""TRANSIENT_ERROR""` for ALL users, leaving no data visible on the leaderboard.

## Steps to Reproduce
1. If CodeChef ships any frontend update that changes class names
2. All CodeChef data fails to refresh
3. Users see stale or missing data with no indication why

## Proposed Fix
1. **Short term:** Add more robust error handling with partial data returns:
```python
try:
    rating_div = soup.find(""div"", class_=""rating-number"")
    if rating_div:
        instance[""rating""] = int(rating_div.text)
    else:
        # Try alternative selectors
        rating_span = soup.select_one(""span.rating, .rating-value"")
        if rating_span:
            instance[""rating""] = int(rating_span.text.strip())
        else:
            return ""TRANSIENT_ERROR""
except Exception:
    logger.error(f""Failed to parse rating for {username}"")
    return ""TRANSIENT_ERROR""
```

2. **Long term:** Use CodeChef's official API if available: `https://www.codechef.com/api/rankings/rating` or check if they've released a proper API since this scraper was written.

3. **Monitoring:** Add a health check that alerts when multiple consecutive users fail to parse, so maintainers know scraping is broken.

## Severity
MEDIUM — Silent failures with no user notification. Affects all CodeChef leaderboard users.",117,"[DEVLABS-2025] Update all the dependencies of the frontend app to latest version
<!--- Provide a general summary of the issue in the Title above -->

##  Description
The Material UI library is last updated at v4.x while the latest is v7.x. Also, a deprecated Drag-n-Drop library is used which has migrated to a newer one.

## Goals
- Update the Material UI library and make necessary changes in the code
- Update the react-beautiful-dnd library and make necessary changes in the code",
